"year","month","noaa.year.month","noaa.temp.anom","mcfarland.year.month","mcfarland.temp.anom","serc.year.month","serc.temp.anom"
1965,8,1965-08-01,-2.1388888888889,NA,NA,NA,NA
1965,9,1965-09-01,-2.4126519097222,NA,NA,NA,NA
1965,10,1965-10-01,-2.0963541666667,NA,NA,NA,NA
1965,11,1965-11-01,-3.03179253472222,NA,NA,NA,NA
1965,12,1965-12-01,-1.3203125,NA,NA,NA,NA
1966,1,1966-01-01,0.81206597222222,NA,NA,NA,NA
1966,2,1966-02-01,-1.41265190972222,NA,NA,NA,NA
1966,3,1966-03-01,-0.107096354166668,NA,NA,NA,NA
1966,4,1966-04-01,-2.51801215277778,NA,NA,NA,NA
1966,5,1966-05-01,-2.6208767361111,NA,NA,NA,NA
1966,6,1966-06-01,-1.7182074652778,NA,NA,NA,NA
1966,7,1966-07-01,-2.0270182291667,NA,NA,NA,NA
1966,8,1966-08-01,-1.9289279513889,NA,NA,NA,NA
1966,9,1966-09-01,-2.8521050347222,NA,NA,NA,NA
1966,10,1966-10-01,-1.1666666666667,NA,NA,NA,NA
1966,11,1966-11-01,0.90766059027778,NA,NA,NA,NA
1966,12,1966-12-01,0.169921875,NA,NA,NA,NA
1967,1,1967-01-01,1.74175347222222,NA,NA,NA,NA
1967,2,1967-02-01,-4.85210503472222,NA,NA,NA,NA
1967,3,1967-03-01,-4.14713541666667,NA,NA,NA,NA
1967,4,1967-04-01,-2.92816840277778,NA,NA,NA,NA
1967,5,1967-05-01,-4.7107204861111,NA,NA,NA,NA
1967,6,1967-06-01,-1.5980902777778,NA,NA,NA,NA
1967,7,1967-07-01,-2.3063151041667,NA,NA,NA,NA
1967,8,1967-08-01,-1.9787326388889,NA,NA,NA,NA
1967,9,1967-09-01,-1.9321831597222,NA,NA,NA,NA
1967,10,1967-10-01,-0.5865885416667,NA,NA,NA,NA
1967,11,1967-11-01,-2.26226128472222,NA,NA,NA,NA
1967,12,1967-12-01,-1.009765625,NA,NA,NA,NA
1968,1,1968-01-01,-3.00824652777778,NA,NA,NA,NA
1968,2,1968-02-01,-4.95269097222222,NA,NA,NA,NA
1968,3,1968-03-01,0.023763020833332,NA,NA,NA,NA
1968,4,1968-04-01,-0.32758246527778,NA,NA,NA,NA
1968,5,1968-05-01,-2.2214626736111,NA,NA,NA,NA
1968,6,1968-06-01,-3.0082465277778,NA,NA,NA,NA
1968,7,1968-07-01,-0.7262369791667,NA,NA,NA,NA
1968,8,1968-08-01,-3.1086154513889,NA,NA,NA,NA
1968,9,1968-09-01,-0.6724175347222,NA,NA,NA,NA
1968,10,1968-10-01,0.5930989583333,NA,NA,NA,NA
1968,11,1968-11-01,-3.15190972222222,NA,NA,NA,NA
1968,12,1968-12-01,-2.4296875,NA,NA,NA,NA
1969,1,1969-01-01,-0.11762152777778,NA,NA,NA,NA
1969,2,1969-02-01,-1.14214409722222,NA,NA,NA,NA
1969,3,1969-03-01,-1.45670572916667,NA,NA,NA,NA
1969,4,1969-04-01,-1.96820746527778,NA,NA,NA,NA
1969,5,1969-05-01,-1.5515407986111,NA,NA,NA,NA
1969,6,1969-06-01,-0.9975043402778,NA,NA,NA,NA
1969,7,1969-07-01,-2.2067057291667,NA,NA,NA,NA
1969,8,1969-08-01,-1.0588107638889,NA,NA,NA,NA
1969,9,1969-09-01,-2.3023003472222,NA,NA,NA,NA
1969,10,1969-10-01,-2.0270182291667,NA,NA,NA,NA
1969,11,1969-11-01,-0.53179253472222,NA,NA,NA,NA
1969,12,1969-12-01,-0.2802734375,NA,NA,NA,NA
1970,1,1970-01-01,-4.81781684027778,NA,NA,NA,NA
1970,2,1970-02-01,-2.13237847222222,NA,NA,NA,NA
1970,3,1970-03-01,-1.49674479166667,NA,NA,NA,NA
1970,4,1970-04-01,-1.98773871527778,NA,NA,NA,NA
1970,5,1970-05-01,-0.6111111111111,NA,NA,NA,NA
1970,6,1970-06-01,-1.6576605902778,NA,NA,NA,NA
1970,7,1970-07-01,-0.8668619791667,NA,NA,NA,NA
1970,8,1970-08-01,-1.4592013888889,NA,NA,NA,NA
1970,9,1970-09-01,-2.4224175347222,NA,NA,NA,NA
1970,10,1970-10-01,-0.2565104166667,NA,NA,NA,NA
1970,11,1970-11-01,-1.03179253472222,NA,NA,NA,NA
1970,12,1970-12-01,-6.41015625,NA,NA,NA,NA
1971,1,1971-01-01,-4.94769965277778,NA,NA,NA,NA
1971,2,1971-02-01,-2.47222222222222,NA,NA,NA,NA
1971,3,1971-03-01,-1.37662760416667,NA,NA,NA,NA
1971,4,1971-04-01,-2.23773871527778,NA,NA,NA,NA
1971,5,1971-05-01,-1.1208767361111,NA,NA,NA,NA
1971,6,1971-06-01,-1.4476996527778,NA,NA,NA,NA
1971,7,1971-07-01,-1.4361979166667,NA,NA,NA,NA
1971,8,1971-08-01,-1.7492404513889,NA,NA,NA,NA
1971,9,1971-09-01,-0.5620659722222,NA,NA,NA,NA
1971,10,1971-10-01,0.9436848958333,NA,NA,NA,NA
1971,11,1971-11-01,-2.85210503472222,NA,NA,NA,NA
1971,12,1971-12-01,-2.2001953125,NA,NA,NA,NA
1972,1,1972-01-01,0.0825737847222197,NA,NA,NA,NA
1972,2,1972-02-01,-3.38237847222222,NA,NA,NA,NA
1972,3,1972-03-01,-3.49674479166667,NA,NA,NA,NA
1972,4,1972-04-01,-3.39789496527778,NA,NA,NA,NA
1972,5,1972-05-01,-0.8415798611111,NA,NA,NA,NA
1972,6,1972-06-01,-3.0082465277778,NA,NA,NA,NA
1972,7,1972-07-01,-1.9664713541667,NA,NA,NA,NA
1972,8,1972-08-01,-2.1486545138889,NA,NA,NA,NA
1972,9,1972-09-01,-1.1323784722222,NA,NA,NA,NA
1972,10,1972-10-01,-3.2262369791667,NA,NA,NA,NA
1972,11,1972-11-01,-3.21245659722222,NA,NA,NA,NA
1972,12,1972-12-01,-3.3798828125,NA,NA,NA,NA
1973,1,1973-01-01,-0.0980902777777803,NA,NA,NA,NA
1973,2,1973-02-01,-2.70269097222222,NA,NA,NA,NA
1973,3,1973-03-01,1.37337239583333,NA,NA,NA,NA
1973,4,1973-04-01,-0.65766059027778,NA,NA,NA,NA
1973,5,1973-05-01,-2.9206814236111,NA,NA,NA,NA
1973,6,1973-06-01,-1.1781684027778,NA,NA,NA,NA
1973,7,1973-07-01,-0.6168619791667,NA,NA,NA,NA
1973,8,1973-08-01,-0.5490451388889,NA,NA,NA,NA
1973,9,1973-09-01,-2.1421440972222,NA,NA,NA,NA
1973,10,1973-10-01,-1.3365885416667,NA,NA,NA,NA
1973,11,1973-11-01,-2.02202690972222,NA,NA,NA,NA
1973,12,1973-12-01,1.8798828125,NA,NA,NA,NA
1974,1,1974-01-01,-0.49750434027778,NA,NA,NA,NA
1974,2,1974-02-01,-3.22222222222222,NA,NA,NA,NA
1974,3,1974-03-01,-1.23697916666667,NA,NA,NA,NA
1974,4,1974-04-01,-0.79730902777778,NA,NA,NA,NA
1974,5,1974-05-01,-3.5808376736111,NA,NA,NA,NA
1974,6,1974-06-01,-1.8881293402778,NA,NA,NA,NA
1974,7,1974-07-01,-2.2262369791667,NA,NA,NA,NA
1974,8,1974-08-01,-0.7990451388889,NA,NA,NA,NA
1974,9,1974-09-01,-2.4019097222222,NA,NA,NA,NA
1974,10,1974-10-01,-3.7867838541667,NA,NA,NA,NA
1974,11,1974-11-01,-1.41265190972222,NA,NA,NA,NA
1974,12,1974-12-01,-0.1103515625,NA,NA,NA,NA
1975,1,1975-01-01,0.56206597222222,NA,NA,NA,NA
1975,2,1975-02-01,-2.53179253472222,NA,NA,NA,NA
1975,3,1975-03-01,-1.43619791666667,NA,NA,NA,NA
1975,4,1975-04-01,-2.74750434027778,NA,NA,NA,NA
1975,5,1975-05-01,-0.1911892361111,NA,NA,NA,NA
1975,6,1975-06-01,-1.2777777777778,NA,NA,NA,NA
1975,7,1975-07-01,-0.6471354166667,NA,NA,NA,NA
1975,8,1975-08-01,-1.5588107638889,NA,NA,NA,NA
1975,9,1975-09-01,-2.8726128472222,NA,NA,NA,NA
1975,10,1975-10-01,-0.7467447916667,NA,NA,NA,NA
1975,11,1975-11-01,0.68793402777778,NA,NA,NA,NA
1975,12,1975-12-01,-2.5302734375,NA,NA,NA,NA
1976,1,1976-01-01,-2.60785590277778,NA,NA,NA,NA
1976,2,1976-02-01,0.38812934027778,NA,NA,NA,NA
1976,3,1976-03-01,-0.626627604166668,NA,NA,NA,NA
1976,4,1976-04-01,-0.34809027777778,NA,NA,NA,NA
1976,5,1976-05-01,-1.3113064236111,NA,NA,NA,NA
1976,6,1976-06-01,0.3726128472222,NA,NA,NA,NA
1976,7,1976-07-01,-1.8268229166667,NA,NA,NA,NA
1976,8,1976-08-01,-2.0090060763889,NA,NA,NA,NA
1976,9,1976-09-01,-2.0825737847222,NA,NA,NA,NA
1976,10,1976-10-01,-2.4664713541667,NA,NA,NA,NA
1976,11,1976-11-01,-3.11187065972222,NA,NA,NA,NA
1976,12,1976-12-01,-5.080078125,NA,NA,NA,NA
1977,1,1977-01-01,-3.76801215277778,NA,NA,NA,NA
1977,2,1977-02-01,-2.63237847222222,NA,NA,NA,NA
1977,3,1977-03-01,1.50325520833333,NA,NA,NA,NA
1977,4,1977-04-01,-1.43793402777778,NA,NA,NA,NA
1977,5,1977-05-01,-0.000759548611100058,NA,NA,NA,NA
1977,6,1977-06-01,-3.0980902777778,NA,NA,NA,NA
1977,7,1977-07-01,-1.4762369791667,NA,NA,NA,NA
1977,8,1977-08-01,-2.7785373263889,NA,NA,NA,NA
1977,9,1977-09-01,-2.8921440972222,NA,NA,NA,NA
1977,10,1977-10-01,-0.8063151041667,NA,NA,NA,NA
1977,11,1977-11-01,-0.17241753472222,NA,NA,NA,NA
1977,12,1977-12-01,-2.0498046875,NA,NA,NA,NA
1978,1,1978-01-01,-1.76801215277778,NA,NA,NA,NA
1978,2,1978-02-01,-4.10210503472222,NA,NA,NA,NA
1978,3,1978-03-01,-2.15690104166667,NA,NA,NA,NA
1978,4,1978-04-01,-1.97797309027778,NA,NA,NA,NA
1978,5,1978-05-01,-0.4206814236111,NA,NA,NA,NA
1978,6,1978-06-01,-2.0375434027778,NA,NA,NA,NA
1978,7,1978-07-01,-1.1569010416667,NA,NA,NA,NA
1978,8,1978-08-01,-0.8293185763889,NA,NA,NA,NA
1978,9,1978-09-01,-3.0620659722222,NA,NA,NA,NA
1978,10,1978-10-01,-2.1266276041667,NA,NA,NA,NA
1978,11,1978-11-01,-3.44194878472222,NA,NA,NA,NA
1978,12,1978-12-01,-1.8603515625,NA,NA,NA,NA
1979,1,1979-01-01,0.52202690972222,NA,NA,NA,NA
1979,2,1979-02-01,-4.81206597222222,NA,NA,NA,NA
1979,3,1979-03-01,1.65364583333333,NA,NA,NA,NA
1979,4,1979-04-01,-0.94769965277778,NA,NA,NA,NA
1979,5,1979-05-01,-0.7009548611111,NA,NA,NA,NA
1979,6,1979-06-01,-1.0375434027778,NA,NA,NA,NA
1979,7,1979-07-01,-0.7965494791667,NA,NA,NA,NA
1979,8,1979-08-01,-2.5090060763889,NA,NA,NA,NA
1979,9,1979-09-01,-1.8218315972222,NA,NA,NA,NA
1979,10,1979-10-01,-1.3570963541667,NA,NA,NA,NA
1979,11,1979-11-01,1.13812934027778,NA,NA,NA,NA
1979,12,1979-12-01,-0.4697265625,NA,NA,NA,NA
1980,1,1980-01-01,0.14214409722222,NA,NA,NA,NA
1980,2,1980-02-01,-3.29253472222222,NA,NA,NA,NA
1980,3,1980-03-01,-1.56705729166667,NA,NA,NA,NA
1980,4,1980-04-01,-0.30805121527778,NA,NA,NA,NA
1980,5,1980-05-01,-0.4812282986111,NA,NA,NA,NA
1980,6,1980-06-01,-1.6781684027778,NA,NA,NA,NA
1980,7,1980-07-01,-0.5367838541667,NA,NA,NA,NA
1980,8,1980-08-01,-0.5793185763889,NA,NA,NA,NA
1980,9,1980-09-01,-2.2720269097222,NA,NA,NA,NA
1980,10,1980-10-01,-2.6969401041667,NA,NA,NA,NA
1980,11,1980-11-01,-2.76226128472222,NA,NA,NA,NA
1980,12,1980-12-01,-5.3095703125,NA,NA,NA,NA
1981,1,1981-01-01,-5.23773871527778,NA,NA,NA,NA
1981,2,1981-02-01,2.38812934027778,NA,NA,NA,NA
1981,3,1981-03-01,0.663411458333332,NA,NA,NA,NA
1981,4,1981-04-01,-0.11762152777778,NA,NA,NA,NA
1981,5,1981-05-01,-0.4909939236111,NA,NA,NA,NA
1981,6,1981-06-01,-1.3676215277778,NA,NA,NA,NA
1981,7,1981-07-01,-1.0768229166667,NA,NA,NA,NA
1981,8,1981-08-01,-1.8888888888889,NA,NA,NA,NA
1981,9,1981-09-01,-2.4419487847222,NA,NA,NA,NA
1981,10,1981-10-01,-2.1070963541667,NA,NA,NA,NA
1981,11,1981-11-01,-1.14214409722222,NA,NA,NA,NA
1981,12,1981-12-01,0.6201171875,NA,NA,NA,NA
1982,1,1982-01-01,-4.91742621527778,NA,NA,NA,NA
1982,2,1982-02-01,-2.88237847222222,NA,NA,NA,NA
1982,3,1982-03-01,-1.13639322916667,NA,NA,NA,NA
1982,4,1982-04-01,-2.39789496527778,NA,NA,NA,NA
1982,5,1982-05-01,-0.9812282986111,NA,NA,NA,NA
1982,6,1982-06-01,-2.9076605902778,NA,NA,NA,NA
1982,7,1982-07-01,-1.0065104166667,NA,NA,NA,NA
1982,8,1982-08-01,-3.4992404513889,NA,NA,NA,NA
1982,9,1982-09-01,-1.4321831597222,NA,NA,NA,NA
1982,10,1982-10-01,-0.6070963541667,NA,NA,NA,NA
1982,11,1982-11-01,0.52777777777778,NA,NA,NA,NA
1982,12,1982-12-01,1.01953125,NA,NA,NA,NA
1983,1,1983-01-01,0.30230034722222,NA,NA,NA,NA
1983,2,1983-02-01,-0.98198784722222,NA,NA,NA,NA
1983,3,1983-03-01,0.273763020833332,NA,NA,NA,NA
1983,4,1983-04-01,-0.59809027777778,NA,NA,NA,NA
1983,5,1983-05-01,-2.2507595486111,NA,NA,NA,NA
1983,6,1983-06-01,-0.4476996527778,NA,NA,NA,NA
1983,7,1983-07-01,-1.0963541666667,NA,NA,NA,NA
1983,8,1983-08-01,-0.8293185763889,NA,NA,NA,NA
1983,9,1983-09-01,0.8676215277778,NA,NA,NA,NA
1983,10,1983-10-01,-0.4069010416667,NA,NA,NA,NA
1983,11,1983-11-01,-0.10210503472222,NA,NA,NA,NA
1983,12,1983-12-01,-1.51953125,NA,NA,NA,NA
1984,1,1984-01-01,-1.79730902777778,NA,NA,NA,NA
1984,2,1984-02-01,2.52777777777778,NA,NA,NA,NA
1984,3,1984-03-01,-4.00651041666667,NA,NA,NA,NA
1984,4,1984-04-01,-1.07758246527778,NA,NA,NA,NA
1984,5,1984-05-01,-1.2409939236111,NA,NA,NA,NA
1984,6,1984-06-01,-1.5873480902778,NA,NA,NA,NA
1984,7,1984-07-01,-1.0270182291667,NA,NA,NA,NA
1984,8,1984-08-01,-0.6086154513889,NA,NA,NA,NA
1984,9,1984-09-01,-2.1519097222222,NA,NA,NA,NA
1984,10,1984-10-01,-0.1969401041667,NA,NA,NA,NA
1984,11,1984-11-01,-0.23198784722222,NA,NA,NA,NA
1984,12,1984-12-01,0.830078125,NA,NA,NA,NA
1985,1,1985-01-01,-3.96820746527778,NA,NA,NA,NA
1985,2,1985-02-01,-0.32183159722222,NA,NA,NA,NA
1985,3,1985-03-01,-0.866861979166668,NA,NA,NA,NA
1985,4,1985-04-01,-1.09809027777778,NA,NA,NA,NA
1985,5,1985-05-01,-1.5613064236111,NA,NA,NA,NA
1985,6,1985-06-01,-2.9574652777778,NA,NA,NA,NA
1985,7,1985-07-01,-1.3971354166667,NA,NA,NA,NA
1985,8,1985-08-01,-2.6291232638889,NA,NA,NA,NA
1985,9,1985-09-01,-1.1821831597222,NA,NA,NA,NA
1985,10,1985-10-01,-0.6363932291667,NA,NA,NA,NA
1985,11,1985-11-01,-1.72222222222222,NA,NA,NA,NA
1985,12,1985-12-01,-3.990234375,NA,NA,NA,NA
1986,1,1986-01-01,0.87261284722222,NA,NA,NA,NA
1986,2,1986-02-01,-2.78179253472222,NA,NA,NA,NA
1986,3,1986-03-01,-0.746744791666668,NA,NA,NA,NA
1986,4,1986-04-01,1.02202690972222,NA,NA,NA,NA
1986,5,1986-05-01,-1.2615017361111,NA,NA,NA,NA
1986,6,1986-06-01,-2.5980902777778,NA,NA,NA,NA
1986,7,1986-07-01,-2.9567057291667,NA,NA,NA,NA
1986,8,1986-08-01,-3.0285373263889,NA,NA,NA,NA
1986,9,1986-09-01,-2.8823784722222,NA,NA,NA,NA
1986,10,1986-10-01,-1.3268229166667,NA,NA,NA,NA
1986,11,1986-11-01,-2.94194878472222,NA,NA,NA,NA
1986,12,1986-12-01,-1.4599609375,NA,NA,NA,NA
1987,1,1987-01-01,-1.52777777777778,NA,NA,NA,NA
1987,2,1987-02-01,-3.27202690972222,NA,NA,NA,NA
1987,3,1987-03-01,-0.817057291666668,NA,NA,NA,NA
1987,4,1987-04-01,0.19194878472222,NA,NA,NA,NA
1987,5,1987-05-01,-0.4411892361111,NA,NA,NA,NA
1987,6,1987-06-01,-1.6879340277778,NA,NA,NA,NA
1987,7,1987-07-01,-2.2662760416667,NA,NA,NA,NA
1987,8,1987-08-01,-2.2384982638889,NA,NA,NA,NA
1987,9,1987-09-01,-1.7319878472222,NA,NA,NA,NA
1987,10,1987-10-01,-0.7965494791667,NA,NA,NA,NA
1987,11,1987-11-01,-2.17241753472222,NA,NA,NA,NA
1987,12,1987-12-01,-1.1298828125,NA,NA,NA,NA
1988,1,1988-01-01,-1.30805121527778,NA,NA,NA,NA
1988,2,1988-02-01,-0.85210503472222,NA,NA,NA,NA
1988,3,1988-03-01,-1.34635416666667,NA,NA,NA,NA
1988,4,1988-04-01,-1.23773871527778,NA,NA,NA,NA
1988,5,1988-05-01,-0.1911892361111,NA,NA,NA,NA
1988,6,1988-06-01,-0.9877387152778,NA,NA,NA,NA
1988,7,1988-07-01,-0.4869791666667,NA,NA,NA,NA
1988,8,1988-08-01,-0.4592013888889,NA,NA,NA,NA
1988,9,1988-09-01,-1.9722222222222,NA,NA,NA,NA
1988,10,1988-10-01,-2.8766276041667,NA,NA,NA,NA
1988,11,1988-11-01,0.14789496527778,NA,NA,NA,NA
1988,12,1988-12-01,-2.6103515625,NA,NA,NA,NA
1989,1,1989-01-01,1.51226128472222,NA,NA,NA,NA
1989,2,1989-02-01,-2.31206597222222,NA,NA,NA,NA
1989,3,1989-03-01,-2.13639322916667,NA,NA,NA,NA
1989,4,1989-04-01,-2.74750434027778,NA,NA,NA,NA
1989,5,1989-05-01,0.0490451388888999,NA,NA,NA,NA
1989,6,1989-06-01,-0.9076605902778,NA,NA,NA,NA
1989,7,1989-07-01,-1.5865885416667,NA,NA,NA,NA
1989,8,1989-08-01,-2.5685763888889,NA,NA,NA,NA
1989,9,1989-09-01,-1.6919487847222,NA,NA,NA,NA
1989,10,1989-10-01,-0.7965494791667,NA,NA,NA,NA
1989,11,1989-11-01,-2.24175347222222,NA,NA,NA,NA
1989,12,1989-12-01,-9.1904296875,NA,NA,NA,NA
1990,1,1990-01-01,3.39214409722222,NA,NA,NA,NA
1990,2,1990-02-01,-2.03179253472222,NA,NA,NA,NA
1990,3,1990-03-01,-0.277018229166668,NA,NA,NA,NA
1990,4,1990-04-01,-0.92816840277778,NA,NA,NA,NA
1990,5,1990-05-01,-2.2712673611111,NA,NA,NA,NA
1990,6,1990-06-01,-2.0473090277778,NA,NA,NA,NA
1990,7,1990-07-01,-0.6168619791667,NA,NA,NA,NA
1990,8,1990-08-01,-0.2590060763889,NA,NA,NA,NA
1990,9,1990-09-01,-2.2925347222222,NA,NA,NA,NA
1990,10,1990-10-01,-0.1471354166667,NA,NA,NA,NA
1990,11,1990-11-01,-0.27202690972222,NA,NA,NA,NA
1990,12,1990-12-01,1.5703125,NA,NA,NA,NA
1991,1,1991-01-01,-0.68793402777778,NA,NA,NA,NA
1991,2,1991-02-01,0.50824652777778,NA,NA,NA,NA
1991,3,1991-03-01,0.713216145833332,NA,NA,NA,NA
1991,4,1991-04-01,0.0620659722222197,NA,NA,NA,NA
1991,5,1991-05-01,0.9386935763889,NA,NA,NA,NA
1991,6,1991-06-01,-0.4975043402778,NA,NA,NA,NA
1991,7,1991-07-01,-0.8570963541667,NA,NA,NA,NA
1991,8,1991-08-01,-0.7384982638889,NA,NA,NA,NA
1991,9,1991-09-01,-2.4819878472222,NA,NA,NA,NA
1991,10,1991-10-01,-0.7262369791667,NA,NA,NA,NA
1991,11,1991-11-01,-0.81206597222222,NA,NA,NA,NA
1991,12,1991-12-01,-2.75,NA,NA,NA,NA
1992,1,1992-01-01,-0.80805121527778,NA,NA,NA,NA
1992,2,1992-02-01,-1.91265190972222,NA,NA,NA,NA
1992,3,1992-03-01,-2.99674479166667,NA,NA,NA,NA
1992,4,1992-04-01,-2.94769965277778,NA,NA,NA,NA
1992,5,1992-05-01,-1.3513454861111,NA,NA,NA,NA
1992,6,1992-06-01,-1.3978949652778,NA,NA,NA,NA
1992,7,1992-07-01,-3.3570963541667,NA,NA,NA,NA
1992,8,1992-08-01,-2.4084201388889,NA,NA,NA,NA
1992,9,1992-09-01,-1.9819878472222,NA,NA,NA,NA
1992,10,1992-10-01,-2.8063151041667,NA,NA,NA,NA
1992,11,1992-11-01,-3.01226128472222,NA,NA,NA,NA
1992,12,1992-12-01,-0.7900390625,NA,NA,NA,NA
1993,1,1993-01-01,-0.73773871527778,NA,NA,NA,NA
1993,2,1993-02-01,-6.37261284722222,NA,NA,NA,NA
1993,3,1993-03-01,-1.74674479166667,NA,NA,NA,NA
1993,4,1993-04-01,-1.18793402777778,NA,NA,NA,NA
1993,5,1993-05-01,-0.8015407986111,NA,NA,NA,NA
1993,6,1993-06-01,-1.5473090277778,NA,NA,NA,NA
1993,7,1993-07-01,-0.9567057291667,NA,NA,NA,NA
1993,8,1993-08-01,-0.9884982638889,NA,NA,NA,NA
1993,9,1993-09-01,-2.0122612847222,NA,NA,NA,NA
1993,10,1993-10-01,-3.4762369791667,NA,NA,NA,NA
1993,11,1993-11-01,-1.21245659722222,NA,NA,NA,NA
1993,12,1993-12-01,-0.7001953125,NA,NA,NA,NA
1994,1,1994-01-01,-4.68793402777778,NA,NA,NA,NA
1994,2,1994-02-01,-3.99175347222222,NA,NA,NA,NA
1994,3,1994-03-01,-1.16666666666667,NA,NA,NA,NA
1994,4,1994-04-01,-1.05805121527778,NA,NA,NA,NA
1994,5,1994-05-01,-2.0407986111111,NA,NA,NA,NA
1994,6,1994-06-01,-0.5873480902778,NA,NA,NA,NA
1994,7,1994-07-01,0.7532552083333,NA,NA,NA,NA
1994,8,1994-08-01,-1.6486545138889,NA,NA,NA,NA
1994,9,1994-09-01,-2.4722222222222,NA,NA,NA,NA
1994,10,1994-10-01,-1.0065104166667,NA,NA,NA,NA
1994,11,1994-11-01,0.77777777777778,NA,NA,NA,NA
1994,12,1994-12-01,0.23046875,NA,NA,NA,NA
1995,1,1995-01-01,2.02202690972222,NA,NA,NA,NA
1995,2,1995-02-01,-3.16265190972222,NA,NA,NA,NA
1995,3,1995-03-01,-0.636393229166668,NA,NA,NA,NA
1995,4,1995-04-01,-2.44769965277778,NA,NA,NA,NA
1995,5,1995-05-01,-1.8210720486111,NA,NA,NA,NA
1995,6,1995-06-01,-0.1478949652778,NA,NA,NA,NA
1995,7,1995-07-01,-0.0963541666666998,NA,NA,NA,NA
1995,8,1995-08-01,-0.8986545138889,NA,NA,NA,NA
1995,9,1995-09-01,-3.0317925347222,NA,NA,NA,NA
1995,10,1995-10-01,1.3733723958333,NA,NA,NA,NA
1995,11,1995-11-01,-2.75249565972222,NA,NA,NA,NA
1995,12,1995-12-01,-3.3798828125,NA,NA,NA,NA
1996,1,1996-01-01,-1.05805121527778,NA,NA,NA,NA
1996,2,1996-02-01,-1.48198784722222,NA,NA,NA,NA
1996,3,1996-03-01,-1.55631510416667,NA,NA,NA,NA
1996,4,1996-04-01,-1.26801215277778,NA,NA,NA,NA
1996,5,1996-05-01,-2.0407986111111,NA,NA,NA,NA
1996,6,1996-06-01,-1.5180121527778,NA,NA,NA,NA
1996,7,1996-07-01,-2.9069010416667,NA,NA,NA,NA
1996,8,1996-08-01,-1.4289279513889,NA,NA,NA,NA
1996,9,1996-09-01,-2.3823784722222,NA,NA,NA,NA
1996,10,1996-10-01,-2.4664713541667,NA,NA,NA,NA
1996,11,1996-11-01,-3.16265190972222,NA,NA,NA,NA
1996,12,1996-12-01,2,NA,NA,NA,NA
1997,1,1997-01-01,-0.97797309027778,NA,NA,NA,NA
1997,2,1997-02-01,0.27777777777778,NA,NA,NA,NA
1997,3,1997-03-01,-2.65690104166667,NA,NA,NA,NA
1997,4,1997-04-01,-2.00824652777778,NA,NA,NA,NA
1997,5,1997-05-01,-3.0007595486111,NA,NA,NA,NA
1997,6,1997-06-01,-0.9281684027778,NA,NA,NA,NA
1997,7,1997-07-01,-0.5563151041667,NA,NA,NA,NA
1997,8,1997-08-01,-1.5988498263889,NA,NA,NA,NA
1997,9,1997-09-01,-2.3325737847222,NA,NA,NA,NA
1997,10,1997-10-01,-2.2867838541667,NA,NA,NA,NA
1997,11,1997-11-01,-2.95269097222222,NA,NA,NA,NA
1997,12,1997-12-01,-0.669921875,NA,NA,NA,NA
1998,1,1998-01-01,1.26226128472222,NA,NA,NA,NA
1998,2,1998-02-01,2.12738715277778,1998-02-01,-3.70255009107468,NA,NA
1998,3,1998-03-01,0.863606770833332,1998-03-01,0.250441276306855,NA,NA
1998,4,1998-04-01,0.33257378472222,1998-04-01,-0.365470085470088,NA,NA
1998,5,1998-05-01,1.4592013888889,1998-05-01,0.499195295574136,NA,NA
1998,6,1998-06-01,-3.0277777777778,1998-06-01,-3.64519036519039,NA,NA
1998,7,1998-07-01,-0.6666666666667,1998-07-01,-1.06936572199733,NA,NA
1998,8,1998-08-01,-0.5793185763889,1998-08-01,0.782308957679067,NA,NA
1998,9,1998-09-01,-1.2026909722222,1998-09-01,-0.895214922952126,NA,NA
1998,10,1998-10-01,-1.2565104166667,1998-10-01,-1.45615006150065,NA,NA
1998,11,1998-11-01,-1.51226128472222,1998-11-01,-1.56647992530345,NA,NA
1998,12,1998-12-01,1.400390625,1998-12-01,1.20272851296044,NA,NA
1999,1,1999-01-01,0.94194878472222,1999-01-01,0.195416666666664,NA,NA
1999,2,1999-02-01,0.90766059027778,1999-02-01,1.03154984840378,NA,NA
1999,3,1999-03-01,0.453450520833332,1999-03-01,0.362745098039214,NA,NA
1999,4,1999-04-01,0.18218315972222,1999-04-01,-0.932444444444447,NA,NA
1999,5,1999-05-01,0.7189670138889,1999-05-01,0.237675950883508,NA,NA
1999,6,1999-06-01,0.8120659722222,1999-06-01,0.135769708255719,NA,NA
1999,7,1999-07-01,0.1536458333333,1999-07-01,-0.380107526881755,NA,NA
1999,8,1999-08-01,-1.1984592013889,1999-08-01,-1.53639898310155,NA,NA
1999,9,1999-09-01,1.4975043402778,1999-09-01,1.09078477078479,NA,NA
1999,10,1999-10-01,-2.8063151041667,1999-10-01,-1.94867216117219,NA,NA
1999,11,1999-11-01,0.60785590277778,1999-11-01,0.804922644163153,NA,NA
1999,12,1999-12-01,1.01953125,1999-12-01,0.666487213997308,NA,NA
2000,1,2000-01-01,-0.34809027777778,2000-01-01,-0.453147898908332,NA,NA
2000,2,2000-02-01,-0.10210503472222,2000-02-01,0.239559386973182,NA,NA
2000,3,2000-03-01,2.15364583333333,2000-03-01,1.96460017969452,NA,NA
2000,4,2000-04-01,-1.27777777777778,2000-04-01,-0.449945609945613,NA,NA
